"stn.Id","stn.Id.1","CIMIS.Region","Date","Jul","ETo","Precip","Sol.Rad","VPD","Air.Temp","Wind.Speed","Soil.Temp"
140,"Twitchell Island","San Francisco Bay",2001-02-25,56,2.4,0,15.0948,0.333487789060639,10.525,2.9125,10.225
140,"Twitchell Island","San Francisco Bay",2001-02-26,57,1.91,0,11.9016,0.337609044914397,10.1875,1.9375,10.6875
140,"Twitchell Island","San Francisco Bay",2001-02-27,58,4.39,0,18.594,0.628902666778598,11.4666666666667,4.51666666666667,10.4625
140,"Twitchell Island","San Francisco Bay",2001-02-28,59,3.73,0,18.576,0.524929145596491,9.13333333333333,4.00833333333333,10.25
140,"Twitchell Island","San Francisco Bay",2001-03-01,60,1.98,1.2,12.852,0.305670193541166,8.1625,1.975,9.90833333333333
140,"Twitchell Island","San Francisco Bay",2001-03-02,61,0.77,13.8,7.3584,0.140010845408984,8.95416666666667,1.94583333333333,10.5083333333333
140,"Twitchell Island","San Francisco Bay",2001-03-03,62,0.68,5.1,6.462,0.113338071346175,8.54583333333333,2.2125,10.7083333333333
140,"Twitchell Island","San Francisco Bay",2001-03-04,63,1.06,18,4.1868,0.189582688089938,11.2666666666667,7.24583333333333,10.8583333333333
140,"Twitchell Island","San Francisco Bay",2001-03-05,64,0.81,3.3,6.0552,0.175909151267723,12.1125,3.59583333333333,11.1375
140,"Twitchell Island","San Francisco Bay",2001-03-06,65,2.95,0,14.1012,0.377452842871815,13.3208333333333,4.09166666666667,11.6208333333333
140,"Twitchell Island","San Francisco Bay",2001-03-07,66,3.07,0,18.1944,0.367507052244461,13.4791666666667,2.75416666666667,12.2166666666667
140,"Twitchell Island","San Francisco Bay",2001-03-08,67,2.42,0,15.3252,0.278435760101811,11,2.29166666666667,12.4666666666667
140,"Twitchell Island","San Francisco Bay",2001-03-09,68,3.79,0,18.7632,0.475690300208082,10.9583333333333,4.08333333333333,12.0375
140,"Twitchell Island","San Francisco Bay",2001-03-10,69,4.34,0,19.8,0.689262328553452,12.1958333333333,3.8875,11.7708333333333
140,"Twitchell Island","San Francisco Bay",2001-03-11,70,2.95,0,17.7696,0.382692988829507,10.3208333333333,2.26666666666667,11.6125
140,"Twitchell Island","San Francisco Bay",2001-03-12,71,3.33,0,20.2644,0.580120285022022,12.3791666666667,2.5875,11.8416666666667
140,"Twitchell Island","San Francisco Bay",2001-03-13,72,3.6,0,20.1888,0.521802530190116,13.75,3.1625,12.4583333333333
140,"Twitchell Island","San Francisco Bay",2001-03-14,73,3.57,0,20.5956,0.475498687320919,12.9625,2.69166666666667,12.6958333333333
140,"Twitchell Island","San Francisco Bay",2001-03-15,74,2.89,0,14.2848,0.404443166835336,12.1583333333333,4.575,12.6375
140,"Twitchell Island","San Francisco Bay",2001-03-16,75,4.05,0,20.3652,0.569371391606845,13.125,4.29583333333333,12.6583333333333
140,"Twitchell Island","San Francisco Bay",2001-03-17,76,4.16,0,19.5696,0.616582293531634,15.4041666666667,3.97083333333333,13.0083333333333
140,"Twitchell Island","San Francisco Bay",2001-03-18,77,3.83,0,20.7108,0.582364300914819,16.6375,1.9875,13.6916666666667
140,"Twitchell Island","San Francisco Bay",2001-03-19,78,3.39,0,18.3636,0.502947446800575,16.6958333333333,1.46666666666667,14.1166666666667
140,"Twitchell Island","San Francisco Bay",2001-03-20,79,3.8,0,19.5552,0.588773055243254,17.9625,1.77083333333333,14.7541666666667
140,"Twitchell Island","San Francisco Bay",2001-03-21,80,3.84,0,18.7128,0.426994849822749,15.9875,4.71666666666667,15.2875
140,"Twitchell Island","San Francisco Bay",2001-03-22,81,4.42,0,20.3904,0.386106129812583,13.775,7.0625,14.975
140,"Twitchell Island","San Francisco Bay",2001-03-23,82,3.81,0,20.4516,0.370059780759212,13.9333333333333,4.56666666666667,14.8125
140,"Twitchell Island","San Francisco Bay",2001-03-24,83,3.39,5.3,18.5184,0.401332820701184,15.4166666666667,3.09583333333333,15.0958333333333
140,"Twitchell Island","San Francisco Bay",2001-03-25,84,3.97,1.2,20.2932,0.428927290758559,14.0541666666667,3.875,15.5791666666667
140,"Twitchell Island","San Francisco Bay",2001-03-26,85,4.5,0,22.8312,0.514305463467349,13.9166666666667,4.75,15.2416666666667
140,"Twitchell Island","San Francisco Bay",2001-03-27,86,4.63,0,21.1104,0.678366179735539,15.6208333333333,4.2375,15.2291666666667
140,"Twitchell Island","San Francisco Bay",2001-03-28,87,5.33,0,22.3056,0.636891293792209,17.55,6.15833333333333,15.6541666666667
140,"Twitchell Island","San Francisco Bay",2001-03-29,88,5.53,0,23.3316,0.733798979837509,17.0416666666667,5.25833333333333,15.7916666666667
140,"Twitchell Island","San Francisco Bay",2001-03-30,89,5.88,0,23.4936,1.06397347141396,18.6416666666667,3.66666666666667,15.6791666666667
140,"Twitchell Island","San Francisco Bay",2001-03-31,90,5.54,0,23.7564,0.961011844912631,19,3.75833333333333,16.0333333333333
140,"Twitchell Island","San Francisco Bay",2001-04-01,91,5.51,0,22.7196,0.617768487135435,14.475,6.5625,16.1375
140,"Twitchell Island","San Francisco Bay",2001-04-02,92,4.38,0,21.1428,0.533792651449563,10.2458333333333,5.45,15.3708333333333
140,"Twitchell Island","San Francisco Bay",2001-04-03,93,3.98,0,24.804,0.516199725573571,8.6125,3.175,14.7416666666667
140,"Twitchell Island","San Francisco Bay",2001-04-04,94,4.23,0,23.7204,0.60778685625782,10.7958333333333,3.15833333333333,14.5291666666667
140,"Twitchell Island","San Francisco Bay",2001-04-05,95,5.08,0,24.498,0.617050146309937,12.2291666666667,4.97916666666667,14.6791666666667
140,"Twitchell Island","San Francisco Bay",2001-04-06,96,0.89,20.5,5.2848,0.20665814650768,9.58333333333333,4.0875,14.3458333333333
140,"Twitchell Island","San Francisco Bay",2001-04-07,97,2.59,0.8,15.9768,0.287217897428297,8.5,3.73333333333333,13.8583333333333
140,"Twitchell Island","San Francisco Bay",2001-04-08,98,2.79,1,17.334,0.305442106711637,8.09166666666667,3.24583333333333,13.5833333333333
140,"Twitchell Island","San Francisco Bay",2001-04-09,99,5.02,0.1,24.7536,0.597187216980657,10.8875,4.33333333333333,13.6458333333333
140,"Twitchell Island","San Francisco Bay",2001-04-10,100,5.44,0,24.8004,0.789704625088655,13.3958333333333,4.5125,13.7958333333333
140,"Twitchell Island","San Francisco Bay",2001-04-11,101,4.58,0,21.006,0.423993283703878,11.9375,6.075,14.3666666666667
140,"Twitchell Island","San Francisco Bay",2001-04-12,102,4.45,0,24.264,0.55634770384844,11.4541666666667,2.77916666666667,14.3
140,"Twitchell Island","San Francisco Bay",2001-04-13,103,4.47,0,23.1876,0.428941065039271,10.7,4.21666666666667,14.5291666666667
140,"Twitchell Island","San Francisco Bay",2001-04-14,104,4.36,0,23.8932,0.456873783512573,11.2916666666667,3.15416666666667,14.375
140,"Twitchell Island","San Francisco Bay",2001-04-15,105,4.76,0,25.3188,0.515092658371985,12.1291666666667,4.01666666666667,14.7583333333333
140,"Twitchell Island","San Francisco Bay",2001-04-16,106,5.06,0,23.5476,0.527390030359545,13,4.375,15.0583333333333
140,"Twitchell Island","San Francisco Bay",2001-04-17,107,4.83,0,24.3396,0.56580274765167,14.4125,2.11666666666667,15.0916666666667
140,"Twitchell Island","San Francisco Bay",2001-04-18,108,4.24,0,18.7668,0.504445636074133,13.7416666666667,4.72916666666667,15.425
140,"Twitchell Island","San Francisco Bay",2001-04-19,109,4.61,0,21.168,0.440742488076787,11.7916666666667,4.84583333333333,15.225
140,"Twitchell Island","San Francisco Bay",2001-04-20,110,1.14,12,8.1216,0.168671005144101,8.44583333333333,4.14166666666667,14.6291666666667
140,"Twitchell Island","San Francisco Bay",2001-04-21,111,4.73,0,26.2872,0.428677712678466,11.8166666666667,3.37083333333333,14.2833333333333
140,"Twitchell Island","San Francisco Bay",2001-04-22,112,4.7,0,25.8768,0.420555526629062,13.4083333333333,2.82083333333333,14.9666666666667
140,"Twitchell Island","San Francisco Bay",2001-04-23,113,5,0,26.4708,0.657719296186405,15.9125,2.49583333333333,15.6333333333333
140,"Twitchell Island","San Francisco Bay",2001-04-24,114,5.44,0,26.7336,0.956556447409802,19.5458333333333,1.75,16.3916666666667
140,"Twitchell Island","San Francisco Bay",2001-04-25,115,5.49913043478261,0,24.8193391304348,1.07414977371942,20.8375,2.325,17.1916666666667
140,"Twitchell Island","San Francisco Bay",2001-04-26,116,6.64,0,28.2852,0.678211876555807,16.6125,6.15833333333333,17.3083333333333
140,"Twitchell Island","San Francisco Bay",2001-04-27,117,5.94,0,27.7308,0.492050734926804,14.5916666666667,6.54166666666667,16.3958333333333
140,"Twitchell Island","San Francisco Bay",2001-04-28,118,5.55,0,25.2936,0.531302902884441,14.1291666666667,5.32083333333333,16.2666666666667
140,"Twitchell Island","San Francisco Bay",2001-04-29,119,6.38,0,28.1556,0.849256271357166,15.925,4.6875,16.0875
140,"Twitchell Island","San Francisco Bay",2001-04-30,120,6.78,0,28.3032,0.910335921125577,18.9083333333333,4.97916666666667,16.7375
140,"Twitchell Island","San Francisco Bay",2001-05-01,121,7.75,0,29.4552,1.23083470075441,19.1541666666667,5.10833333333333,17.1125
140,"Twitchell Island","San Francisco Bay",2001-05-02,122,10.54,0,29.2932,1.37810457492591,17.7333333333333,8.59583333333333,16.2666666666667
140,"Twitchell Island","San Francisco Bay",2001-05-03,123,9.03,0,29.772,1.45957464588692,18.4666666666667,5.65833333333333,15.7791666666667
140,"Twitchell Island","San Francisco Bay",2001-05-04,124,6.89,0,28.9872,1.40149697333948,19.5666666666667,2.81666666666667,16.175
140,"Twitchell Island","San Francisco Bay",2001-05-05,125,7.29,0,28.6416,1.37714323231373,21,3.89166666666667,17.2083333333333
140,"Twitchell Island","San Francisco Bay",2001-05-06,126,7.11,0,28.9872,1.60834592325928,22.0458333333333,2.76666666666667,17.8541666666667
140,"Twitchell Island","San Francisco Bay",2001-05-07,127,7.14,0,29.1888,1.68474914215534,23.5208333333333,2.25416666666667,18.3375
140,"Twitchell Island","San Francisco Bay",2001-05-08,128,6.95,0,28.7568,1.62629418836325,24.1375,2.12083333333333,19.0708333333333
140,"Twitchell Island","San Francisco Bay",2001-05-09,129,7.95,0,29.0088,1.5096638556357,22.7916666666667,4.00416666666667,19.5791666666667
140,"Twitchell Island","San Francisco Bay",2001-05-10,130,7.2,0,28.8252,1.5855593115657,23.2666666666667,2.85416666666667,19.5125
140,"Twitchell Island","San Francisco Bay",2001-05-11,131,7.82,0,28.494,1.226837054467,21.0583333333333,4.92083333333333,19.825
140,"Twitchell Island","San Francisco Bay",2001-05-12,132,6.03,0,25.3332,0.473763672010111,15.1291666666667,7.52916666666667,18.8666666666667
140,"Twitchell Island","San Francisco Bay",2001-05-13,133,6.33,0,29.34,0.568129194505191,15.2625,6.20416666666667,18.1583333333333
140,"Twitchell Island","San Francisco Bay",2001-05-14,134,7.32,0,26.7696,0.892956063906995,17.1416666666667,6.67083333333333,18.6791666666667
140,"Twitchell Island","San Francisco Bay",2001-05-15,135,5.86,0,22.05,0.721920266256687,18.8375,5.52916666666667,18.9083333333333
140,"Twitchell Island","San Francisco Bay",2001-05-16,136,6.78,0,28.6884,0.905458201605392,19.7375,4.6375,19.4041666666667
140,"Twitchell Island","San Francisco Bay",2001-05-17,137,7.43,0,28.9764,1.16231139728395,20.6791666666667,4.75,19.9833333333333
140,"Twitchell Island","San Francisco Bay",2001-05-18,138,8.18,0,28.5804,1.49021910430359,22.8666666666667,4.54583333333333,20.3291666666667
140,"Twitchell Island","San Francisco Bay",2001-05-19,139,8.28,0,29.1168,1.74816059594477,24.8875,4.01666666666667,20.8416666666667
140,"Twitchell Island","San Francisco Bay",2001-05-20,140,8.96,0,29.3508,1.94945307854384,25.7958333333333,4.37916666666667,21.1416666666667
140,"Twitchell Island","San Francisco Bay",2001-05-21,141,9.15,0,29.4588,2.01550628256447,26.325,4.5,21.4583333333333
140,"Twitchell Island","San Francisco Bay",2001-05-22,142,8.59,0,29.1168,1.32966773846374,22.55,5.58333333333333,21.4666666666667
140,"Twitchell Island","San Francisco Bay",2001-05-23,143,8.68,0,29.7468,1.34614802299013,22.225,5.95,21.1083333333333
140,"Twitchell Island","San Francisco Bay",2001-05-24,144,9.26,0,30.0852,1.5942090579054,23.3416666666667,5.57916666666667,21.0166666666667
140,"Twitchell Island","San Francisco Bay",2001-05-25,145,8.36,0,28.5984,1.26020890614626,20.5458333333333,5.59166666666667,20.7291666666667
140,"Twitchell Island","San Francisco Bay",2001-05-26,146,6.98,0,31.374,0.647667726310834,17.225,5.3875,21.0416666666667
140,"Twitchell Island","San Francisco Bay",2001-05-27,147,6.82,0,29.052,0.545639757909019,15.1291666666667,7.52083333333333,20.8958333333333
140,"Twitchell Island","San Francisco Bay",2001-05-28,148,7.55,0,30.8592,0.900586348797779,17.8291666666667,5.90833333333333,19.65
140,"Twitchell Island","San Francisco Bay",2001-05-29,149,7.67,0,30.42,1.44017047824856,22.1083333333333,3.8375,20.2708333333333
140,"Twitchell Island","San Francisco Bay",2001-05-30,150,8.21,0,30.222,2.06371738634522,26.6666666666667,2.79583333333333,21.2916666666667
140,"Twitchell Island","San Francisco Bay",2001-05-31,151,8.53,0,30.2652,2.41172646067264,28.895652173913,2.99583333333333,22.3125
140,"Twitchell Island","San Francisco Bay",2001-06-01,152,7.54,0,25.884,1.15852117976586,21.2458333333333,5.25833333333333,22.2958333333333
140,"Twitchell Island","San Francisco Bay",2001-06-02,153,7.77,0,31.5504,0.972502898895384,18.3041666666667,5.88333333333333,21.3541666666667
140,"Twitchell Island","San Francisco Bay",2001-06-03,154,8.16,0,31.8744,1.24111356678152,19.1,4.8625,20.9666666666667
140,"Twitchell Island","San Francisco Bay",2001-06-04,155,8.01,0,31.5468,1.34879226211564,20.1375,3.99166666666667,20.9916666666667
140,"Twitchell Island","San Francisco Bay",2001-06-05,156,8.45,0,31.1868,1.23585143027303,20.1125,5.95416666666667,20.9
140,"Twitchell Island","San Francisco Bay",2001-06-06,157,8.19,0,30.7188,1.49952558373959,22.775,4.3625,21.4375
140,"Twitchell Island","San Francisco Bay",2001-06-07,158,8.91,0,30.7512,1.89327032652033,25.4333333333333,4.325,21.9583333333333
140,"Twitchell Island","San Francisco Bay",2001-06-08,159,9.47,0,31.752,1.53287213483341,22.9833333333333,5.525,21.95
140,"Twitchell Island","San Francisco Bay",2001-06-09,160,8.39,0,33.0912,1.17683612150733,20.4083333333333,5.40416666666667,21.3458333333333
140,"Twitchell Island","San Francisco Bay",2001-06-10,161,7.89,0,31.2876,1.00087166018749,18.9666666666667,5.54583333333333,20.9125
140,"Twitchell Island","San Francisco Bay",2001-06-11,162,7.77,0,29.0268,0.897503713783948,19.3125,6.85,20.5416666666667
140,"Twitchell Island","San Francisco Bay",2001-06-12,163,7.89,0,32.1336,1.16236507500581,20.975,5.17916666666667,20.675
140,"Twitchell Island","San Francisco Bay",2001-06-13,164,9.65,0,33.1992,1.71691639498995,22.2833333333333,5,20.6791666666667
140,"Twitchell Island","San Francisco Bay",2001-06-14,165,7.73,0,32.1948,1.91365150530493,24.875,2.40416666666667,21.0166666666667
140,"Twitchell Island","San Francisco Bay",2001-06-15,166,7.77,0,32.7096,1.69195548909121,23.575,2.35416666666667,21.7333333333333
140,"Twitchell Island","San Francisco Bay",2001-06-16,167,7.94,0,32.5692,1.73811331550958,24.3333333333333,2.50416666666667,22.0625
140,"Twitchell Island","San Francisco Bay",2001-06-17,168,8.56,0,31.05,1.91318798692759,25.1416666666667,3.69583333333333,22.6166666666667
140,"Twitchell Island","San Francisco Bay",2001-06-18,169,8.67,0,32.3136,2.1087615985817,26.1791666666667,3.02916666666667,22.7791666666667
140,"Twitchell Island","San Francisco Bay",2001-06-19,170,8.71,0,32.0148,2.23149169085567,27.0541666666667,2.94583333333333,23.2833333333333
140,"Twitchell Island","San Francisco Bay",2001-06-20,171,9.05,0,32.0328,2.32733260335987,27.9125,3.025,23.6666666666667
140,"Twitchell Island","San Francisco Bay",2001-06-21,172,8.96,0,31.4172,2.20640906942602,27.4541666666667,3.22083333333333,23.8916666666667
140,"Twitchell Island","San Francisco Bay",2001-06-22,173,9.03,0,32.2812,1.8094223044159,25.1958333333333,3.92916666666667,23.8791666666667
140,"Twitchell Island","San Francisco Bay",2001-06-23,174,8.33,0,31.2408,1.25481882414835,20.525,5.03333333333333,23.1083333333333
140,"Twitchell Island","San Francisco Bay",2001-06-24,175,8.52,0,32.3172,1.11698781949627,19.1625,5.16666666666667,22.1541666666667
140,"Twitchell Island","San Francisco Bay",2001-06-25,176,5.44,2.5,19.9836,0.723955395193184,17.3666666666667,4.925,21.5583333333333
140,"Twitchell Island","San Francisco Bay",2001-06-26,177,5.55,0,23.796,0.703557966800855,18.3041666666667,4.4625,21.3
140,"Twitchell Island","San Francisco Bay",2001-06-27,178,2.19,0,11.9484,0.54381080759596,18.1833333333333,1.99166666666667,21.4583333333333
140,"Twitchell Island","San Francisco Bay",2001-06-28,179,7.29,0,32.7816,0.829085276674024,20.0833333333333,3.99166666666667,21.7583333333333
140,"Twitchell Island","San Francisco Bay",2001-06-29,180,7.87,0,32.1084,1.35476243265082,23.1166666666667,3.74583333333333,22.2291666666667
140,"Twitchell Island","San Francisco Bay",2001-06-30,181,8.68,0,31.7484,1.6994943918813,24.725,4.24583333333333,23.9916666666667
140,"Twitchell Island","San Francisco Bay",2001-07-01,182,8.84,0,32.3532,1.88684594491871,25.2833333333333,4.0125,23.8708333333333
140,"Twitchell Island","San Francisco Bay",2001-07-02,183,8.24,0,31.464,2.12641214145377,27.925,2.6125,23.9
140,"Twitchell Island","San Francisco Bay",2001-07-03,184,8.28,0,29.3364,2.50659749747004,30.0166666666667,2.525,25.0583333333333
140,"Twitchell Island","San Francisco Bay",2001-07-04,185,5.09,0,13.8564,1.92872816208521,26.6,3.00833333333333,25.1791666666667
140,"Twitchell Island","San Francisco Bay",2001-07-05,186,8.38,0,31.2408,1.44091877740341,23.9541666666667,4.07916666666667,24.1083333333333
140,"Twitchell Island","San Francisco Bay",2001-07-06,187,7.58,0,31.1544,1.2776265761228,22.325,3.51666666666667,23.9625
140,"Twitchell Island","San Francisco Bay",2001-07-07,188,7.37,0,29.0052,1.32625183854289,22.4666666666667,2.9375,23.8416666666667
140,"Twitchell Island","San Francisco Bay",2001-07-08,189,9.13,0,30.9024,1.38144672031335,22.3458333333333,5.9875,23.5625
140,"Twitchell Island","San Francisco Bay",2001-07-09,190,8.1,0,30.0348,0.820306660256931,19.1833333333333,7.6125,22.8291666666667
140,"Twitchell Island","San Francisco Bay",2001-07-10,191,7.79,0,30.6576,0.747860705824712,17.9916666666667,7.37916666666667,22.2083333333333
140,"Twitchell Island","San Francisco Bay",2001-07-11,192,7.46,0,31.5396,0.649063924549786,17.1,7.2125,21.7916666666667
140,"Twitchell Island","San Francisco Bay",2001-07-12,193,7.08,0,31.1508,0.757079393507305,18.6208333333333,5.425,21.7
140,"Twitchell Island","San Francisco Bay",2001-07-13,194,7.75,0,31.5252,1.1380694071105,21.2916666666667,4.725,22.1083333333333
140,"Twitchell Island","San Francisco Bay",2001-07-14,195,7.42,0,31.482,0.767334860773727,18.4416666666667,5.6625,22.2125
140,"Twitchell Island","San Francisco Bay",2001-07-15,196,6.75,0,31.0536,0.699982269360819,17.8041666666667,3.79583333333333,21.85
140,"Twitchell Island","San Francisco Bay",2001-07-16,197,5.95,0,27.5688,0.548830517724109,16,3.825,21.0583333333333
140,"Twitchell Island","San Francisco Bay",2001-07-17,198,6.40695652173913,0,30.7656,0.873502524830995,18.175,2.62608695652174,21.05
140,"Twitchell Island","San Francisco Bay",2001-07-18,199,7.08,0,29.8872,1.13736744821631,20.8458333333333,3.40416666666667,21.6291666666667
140,"Twitchell Island","San Francisco Bay",2001-07-19,200,7.13,0,30.3804,0.812391658855555,19.2333333333333,4.55416666666667,21.8333333333333
