Stn Id,Stn Name,CIMIS Region,Date,Jul,Sol Rad (W/sq.m),qc,Net Rad (W/sq.m),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Soil Temp (C),qc,Min Soil Temp (C),qc,Avg Soil Temp (C),qc
140,Twitchell Island,San Francisco Bay,8/21/2012,234,300, ,158, ,30.6, ,11.9, ,21.1, ,21.8, ,20.8, ,21.3,
140,Twitchell Island,San Francisco Bay,8/22/2012,235,301, ,157, ,29.7, ,13.9, ,20.8, ,21.8, ,20.8, ,21.3,
140,Twitchell Island,San Francisco Bay,8/23/2012,236,298, ,157, ,30.0, ,13.2, ,20.1, ,21.8, ,20.8, ,21.3,
140,Twitchell Island,San Francisco Bay,8/24/2012,237,304, ,156, ,30.8, ,12.8, ,20.5, ,21.7, ,20.6, ,21.2,
140,Twitchell Island,San Francisco Bay,8/25/2012,238,290, ,153, ,25.4, ,12.6, ,17.8, ,21.5, ,20.5, ,20.9,
140,Twitchell Island,San Francisco Bay,8/26/2012,239,298, ,154, ,23.6, ,11.7, ,17.5, ,21.0, ,20.1, ,20.5,
140,Twitchell Island,San Francisco Bay,8/27/2012,240,300, ,152, ,31.0, ,13.6, ,21.1, ,21.3, ,19.9, ,20.6,
140,Twitchell Island,San Francisco Bay,8/28/2012,241,298, ,150, ,31.8, ,13.1, ,23.0, ,21.6, ,20.5, ,21.0,
140,Twitchell Island,San Francisco Bay,8/29/2012,242,300, ,149, ,33.8, ,14.6, ,22.7, ,21.7, ,20.4, ,21.0,
140,Twitchell Island,San Francisco Bay,8/30/2012,243,294, ,146, ,33.0, ,12.0, ,22.0, ,21.8, ,20.8, ,21.3,
140,Twitchell Island,San Francisco Bay,8/31/2012,244,291, ,145, ,21.8, ,10.2, ,16.1, ,21.6, ,20.6, ,21.0,
140,Twitchell Island,San Francisco Bay,9/1/2012,245,282, ,145, ,25.9, ,10.4, ,17.2, ,21.0, ,20.0, ,20.5,
140,Twitchell Island,San Francisco Bay,9/2/2012,246,287, ,141, ,32.0, ,8.5, ,20.8, ,21.2, ,20.0, ,20.6,
140,Twitchell Island,San Francisco Bay,9/3/2012,247,287, ,139, ,33.6, ,10.1, ,21.7, ,21.4, ,20.1, ,20.7,
140,Twitchell Island,San Francisco Bay,9/4/2012,248,280, ,136, ,32.7, ,12.3, ,21.5, ,21.3, ,20.2, ,20.8,
140,Twitchell Island,San Francisco Bay,9/5/2012,249,200, ,105, ,28.1, ,13.3, ,19.3, ,21.2, ,20.3, ,20.7,
140,Twitchell Island,San Francisco Bay,9/6/2012,250,259, ,134, ,29.5, ,13.2, ,19.2, ,21.0, ,20.2, ,20.6,
140,Twitchell Island,San Francisco Bay,9/7/2012,251,265, ,132, ,30.0, ,12.2, ,19.9, ,20.9, ,20.1, ,20.5,
140,Twitchell Island,San Francisco Bay,9/8/2012,252,264, ,130, ,27.5, ,14.7, ,20.1, ,20.8, ,20.2, ,20.5,
140,Twitchell Island,San Francisco Bay,9/9/2012,253,276, ,130, ,28.2, ,11.1, ,20.0, ,20.7, ,20.0, ,20.4,
140,Twitchell Island,San Francisco Bay,9/10/2012,254,274, ,127, ,30.8, ,8.7, ,20.0, ,20.9, ,19.7, ,20.3,
140,Twitchell Island,San Francisco Bay,9/11/2012,255,269, ,125, ,32.0, ,10.1, ,20.9, ,21.1, ,19.8, ,20.4,
140,Twitchell Island,San Francisco Bay,9/12/2012,256,261, ,125, ,29.8, ,12.4, ,20.5, ,21.3, ,20.6, ,21.0,
140,Twitchell Island,San Francisco Bay,9/13/2012,257,248, ,120, ,33.4, ,13.3, ,23.2, ,21.8, ,20.5, ,21.1,
140,Twitchell Island,San Francisco Bay,9/14/2012,258,251, ,121, ,29.5, ,14.5, ,20.8, ,21.6, ,20.9, ,21.3,
140,Twitchell Island,San Francisco Bay,9/15/2012,259,262, ,119, ,31.0, ,12.8, ,20.5, ,21.4, ,20.6, ,21.0,
140,Twitchell Island,San Francisco Bay,9/16/2012,260,253, ,115, ,30.9, ,11.2, ,20.2, ,21.2, ,20.4, ,20.8,
140,Twitchell Island,San Francisco Bay,9/17/2012,261,254, ,118, ,25.5, ,11.8, ,17.6, ,21.1, ,20.3, ,20.6,
140,Twitchell Island,San Francisco Bay,9/18/2012,262,253, ,116, ,25.2, ,10.9, ,17.1, ,20.7, ,19.9, ,20.3,
140,Twitchell Island,San Francisco Bay,9/19/2012,263,253, ,114, ,26.1, ,12.9, ,18.1, ,20.5, ,19.9, ,20.2,
140,Twitchell Island,San Francisco Bay,9/20/2012,264,249, ,112, ,27.8, ,12.6, ,19.1, ,20.6, ,19.8, ,20.2,
140,Twitchell Island,San Francisco Bay,9/21/2012,265,227, ,104, ,30.5, ,13.7, ,20.8, ,20.8, ,20.0, ,20.3,
140,Twitchell Island,San Francisco Bay,9/22/2012,266,244, ,108, ,31.8, ,11.1, ,21.4, ,21.0, ,20.0, ,20.5,
140,Twitchell Island,San Francisco Bay,9/23/2012,267,208, ,92, ,31.3, ,10.4, ,21.1, ,20.9, ,20.2, ,20.6,
140,Twitchell Island,San Francisco Bay,9/24/2012,268,238, ,108, ,28.8, ,12.6, ,19.2, ,20.8, ,20.0, ,20.4,
140,Twitchell Island,San Francisco Bay,9/25/2012,269,226, ,105, ,29.6, ,12.9, ,20.7, ,20.8, ,20.1, ,20.5,
140,Twitchell Island,San Francisco Bay,9/26/2012,270,226, ,106, ,28.9, ,11.4, ,19.1, ,20.9, ,20.0, ,20.5,
140,Twitchell Island,San Francisco Bay,9/27/2012,271,226, ,105, ,33.0, ,11.5, ,21.4, ,21.1, ,20.1, ,20.5,
140,Twitchell Island,San Francisco Bay,9/28/2012,272,224, ,103, ,25.5, ,14.5, ,19.2, ,21.0, ,20.3, ,20.6,
140,Twitchell Island,San Francisco Bay,9/29/2012,273,224, ,102, ,31.7, ,12.4, ,20.8, ,20.9, ,20.0, ,20.4,
140,Twitchell Island,San Francisco Bay,9/30/2012,274,224, ,99, ,34.8, ,9.8, ,22.8, ,21.1, ,20.1, ,20.6,
140,Twitchell Island,San Francisco Bay,10/1/2012,275,224, ,97, ,35.1,Y,10.5, ,23.5, ,21.0, ,20.1, ,20.6,
140,Twitchell Island,San Francisco Bay,10/2/2012,276,223, ,98, ,35.8,Y,11.6, ,23.2, ,21.1, ,20.1, ,20.6,
140,Twitchell Island,San Francisco Bay,10/3/2012,277,218, ,97, ,33.9, ,11.6, ,21.9, ,21.0, ,20.2,Y,20.6,
140,Twitchell Island,San Francisco Bay,10/4/2012,278,214, ,97, ,23.2, ,14.5, ,17.4, ,20.8, ,20.1, ,20.3,
140,Twitchell Island,San Francisco Bay,10/5/2012,279,201, ,96, ,23.3, ,14.1, ,17.6, ,20.2, ,19.7, ,20.0,
140,Twitchell Island,San Francisco Bay,10/6/2012,280,204, ,88, ,23.1, ,10.9, ,17.0, ,20.0, ,19.5, ,19.8,
140,Twitchell Island,San Francisco Bay,10/7/2012,281,210, ,93, ,24.3, ,12.3, ,17.2, ,19.9, ,19.3, ,19.6,
140,Twitchell Island,San Francisco Bay,10/8/2012,282,209, ,91, ,22.7, ,12.6, ,16.9, ,19.7, ,19.2, ,19.5,
140,Twitchell Island,San Francisco Bay,10/9/2012,283,204, ,89, ,23.3, ,10.7, ,16.8, ,19.6, ,19.0, ,19.3,
140,Twitchell Island,San Francisco Bay,10/10/2012,284,199, ,90, ,24.8, ,12.8, ,17.4, ,19.5, ,18.9, ,19.2,
140,Twitchell Island,San Francisco Bay,10/11/2012,285,118, ,40, ,17.4, ,12.3, ,14.3, ,19.5, ,18.8, ,19.0,
140,Twitchell Island,San Francisco Bay,10/12/2012,286,82, ,21, ,18.6, ,10.7, ,14.1, ,18.8, ,18.6, ,18.7,
140,Twitchell Island,San Francisco Bay,10/13/2012,287,191, ,82, ,23.1, ,5.8, ,15.4, ,18.7, ,18.0, ,18.4,
140,Twitchell Island,San Francisco Bay,10/14/2012,288,184, ,85, ,26.8, ,8.3, ,17.1, ,18.9, ,18.2, ,18.5,
140,Twitchell Island,San Francisco Bay,10/15/2012,289,186, ,78, ,28.1, ,9.6, ,19.9, ,19.2, ,18.4, ,18.8,
140,Twitchell Island,San Francisco Bay,10/16/2012,290,187, ,79, ,30.1, ,18.4,Y,22.6, ,19.8, ,19.1, ,19.4,
140,Twitchell Island,San Francisco Bay,10/17/2012,291,194, ,71, ,29.3, ,9.3, ,20.5, ,19.8, ,19.1, ,19.4,
140,Twitchell Island,San Francisco Bay,10/18/2012,292,182, ,74, ,30.2, ,9.7, ,19.6, ,19.3, ,18.5, ,18.9,
140,Twitchell Island,San Francisco Bay,10/19/2012,293,149, ,75, ,24.6, ,14.4, ,19.2, ,19.6, ,19.2, ,19.4,
140,Twitchell Island,San Francisco Bay,10/20/2012,294,182, ,72, ,24.0, ,9.5, ,16.8, ,19.4, ,18.8, ,19.1,
140,Twitchell Island,San Francisco Bay,10/21/2012,295,114, ,38, ,18.4, ,11.9, ,14.6, ,19.1, ,18.1, ,18.4,
140,Twitchell Island,San Francisco Bay,10/22/2012,296,122, ,38, ,17.8, ,10.0, ,12.8, ,18.1, ,17.6, ,17.8,
140,Twitchell Island,San Francisco Bay,10/23/2012,297,147, ,56, ,17.9, ,7.3, ,12.1, ,17.9, ,17.3, ,17.6,
140,Twitchell Island,San Francisco Bay,10/24/2012,298,137, ,44, ,19.0, ,7.3, ,13.2, ,17.7, ,17.1, ,17.4,
140,Twitchell Island,San Francisco Bay,10/25/2012,299,159, ,62, ,18.9, ,11.3, ,14.3, ,17.6, ,17.3, ,17.4,
140,Twitchell Island,San Francisco Bay,10/26/2012,300,175, ,60, ,23.0, ,5.1, ,14.6, ,17.5, ,16.8, ,17.1,
140,Twitchell Island,San Francisco Bay,10/27/2012,301,172, ,62, ,25.0, ,6.3, ,15.5, ,17.5, ,16.6, ,17.0,
140,Twitchell Island,San Francisco Bay,10/28/2012,302,169, ,62, ,26.1, ,8.7, ,15.9, ,17.6, ,16.8, ,17.2,
140,Twitchell Island,San Francisco Bay,10/29/2012,303,168, ,64, ,24.9, ,6.8, ,15.5, ,17.6, ,16.8, ,17.2,
140,Twitchell Island,San Francisco Bay,10/30/2012,304,165, ,63, ,23.6, ,5.5, ,15.0, ,17.6, ,16.8, ,17.2,
140,Twitchell Island,San Francisco Bay,10/31/2012,305,32, ,19, ,18.0, ,13.7, ,15.7, ,17.5, ,17.3, ,17.5,
140,Twitchell Island,San Francisco Bay,11/1/2012,306,108, ,38, ,20.6, ,10.9, ,15.2, ,17.9, ,17.4,Y,17.6,Y
140,Twitchell Island,San Francisco Bay,11/2/2012,307,131, ,51, ,20.3, ,9.7, ,14.1, ,17.7, ,17.1,Y,17.4,Y
140,Twitchell Island,San Francisco Bay,11/3/2012,308,142, ,53, ,22.8, ,7.5, ,14.8, ,17.5, ,16.8,Y,17.2,
140,Twitchell Island,San Francisco Bay,11/4/2012,309,140, ,52, ,23.8, ,7.4, ,15.1, ,17.4, ,16.7,Y,17.1,
140,Twitchell Island,San Francisco Bay,11/5/2012,310,139, ,50, ,26.6, ,6.1, ,15.6, ,17.4, ,16.6,Y,17.0,
140,Twitchell Island,San Francisco Bay,11/6/2012,311,140,H,57,H,25.4, ,7.7, ,15.4,H,17.4, ,16.6,Y,17.0,H
140,Twitchell Island,San Francisco Bay,11/7/2012,312,144, ,50, ,22.0, ,7.4, ,14.4, ,17.3, ,16.5, ,16.9,
140,Twitchell Island,San Francisco Bay,11/8/2012,313,102, ,29, ,17.6, ,4.9, ,11.1, ,17.1, ,16.4, ,16.7,
140,Twitchell Island,San Francisco Bay,11/9/2012,314,152, ,48, ,13.7, ,2.8, ,8.7, ,16.4, ,15.4, ,15.8,
140,Twitchell Island,San Francisco Bay,11/10/2012,315,153, ,46, ,14.4, ,2.8, ,8.6, ,15.7, ,15.1, ,15.3,
140,Twitchell Island,San Francisco Bay,11/11/2012,316,141, ,43, ,14.6, ,0.5, ,6.8, ,15.2, ,14.3, ,14.6,
140,Twitchell Island,San Francisco Bay,11/12/2012,317,146, ,45, ,16.4, ,0.0, ,8.0, ,14.5, ,13.8, ,14.1,
140,Twitchell Island,San Francisco Bay,11/13/2012,318,138, ,40, ,18.6, ,1.5, ,10.1, ,14.2, ,13.4, ,13.8,
140,Twitchell Island,San Francisco Bay,11/14/2012,319,123, ,32, ,19.2, ,3.7, ,10.4, ,14.2, ,13.5, ,13.9,
140,Twitchell Island,San Francisco Bay,11/15/2012,320,100, ,31, ,19.2, ,1.3, ,9.4, ,14.1, ,13.4, ,13.8,
140,Twitchell Island,San Francisco Bay,11/16/2012,321,54, ,8, ,17.9, ,4.8, ,11.3, ,14.3, ,13.7, ,13.9,
140,Twitchell Island,San Francisco Bay,11/17/2012,322,55, ,1, ,17.6, ,11.7, ,14.2, ,14.9, ,14.3, ,14.6,
140,Twitchell Island,San Francisco Bay,11/18/2012,323,118, ,38, ,17.1, ,6.6, ,12.5, ,15.0, ,14.5, ,14.8,
140,Twitchell Island,San Francisco Bay,11/19/2012,324,115, ,37, ,19.8, ,8.7, ,13.7, ,15.3, ,14.8, ,15.0,
140,Twitchell Island,San Francisco Bay,11/20/2012,325,86, ,23, ,20.1, ,7.5, ,14.3, ,15.3, ,14.7, ,15.0,
140,Twitchell Island,San Francisco Bay,11/21/2012,326,110, ,35, ,18.9, ,8.6, ,13.6, ,15.8, ,15.3, ,15.5,
140,Twitchell Island,San Francisco Bay,11/22/2012,327,135, ,37, ,18.8, ,4.4, ,11.4, ,15.6, ,14.8, ,15.1,
140,Twitchell Island,San Francisco Bay,11/23/2012,328,119, ,38, ,18.4, ,2.9, ,9.4, ,15.0, ,14.1, ,14.4,
140,Twitchell Island,San Francisco Bay,11/24/2012,329,132, ,36, ,18.4, ,1.5, ,9.7, ,14.5, ,13.6, ,14.0,
140,Twitchell Island,San Francisco Bay,11/25/2012,330,126, ,37, ,17.9, ,2.2, ,9.3, ,14.1, ,13.4, ,13.7,
140,Twitchell Island,San Francisco Bay,11/26/2012,331,111, ,32, ,17.8, ,2.1, ,8.4, ,13.9, ,13.2, ,13.5,
140,Twitchell Island,San Francisco Bay,11/27/2012,332,84, ,22, ,15.4, ,4.2, ,10.2, ,13.7, ,13.0, ,13.4,
140,Twitchell Island,San Francisco Bay,11/28/2012,333,34, ,-8, ,15.6, ,7.3, ,11.6, ,13.9, ,13.5, ,13.6,
140,Twitchell Island,San Francisco Bay,11/29/2012,334,21, ,-15, ,16.6, ,10.5, ,13.9, ,14.2, ,13.8, ,13.9,
140,Twitchell Island,San Francisco Bay,11/30/2012,335,25, ,-15, ,17.6, ,13.4,Y,14.9, ,14.8, ,14.2, ,14.5,
140,Twitchell Island,San Francisco Bay,12/1/2012,336,66, ,17,Y,19.9, ,12.6,Y,15.4, ,15.2,Y,14.7,Y,14.8,Y
140,Twitchell Island,San Francisco Bay,12/2/2012,337,69, ,9, ,16.8, ,7.3, ,13.1, ,15.2,Y,14.8,Y,15.1,Y
140,Twitchell Island,San Francisco Bay,12/3/2012,338,118, ,36, ,15.9, ,3.9, ,10.1, ,14.8,Y,13.8,Y,14.1,Y
140,Twitchell Island,San Francisco Bay,12/4/2012,339,45, ,4, ,15.4, ,8.7, ,12.2, ,14.4,Y,13.9,Y,14.1,Y
140,Twitchell Island,San Francisco Bay,12/5/2012,340,18, ,-15, ,14.5, ,12.4,Y,13.2, ,14.8,Y,14.4,Y,14.6,Y
140,Twitchell Island,San Francisco Bay,12/6/2012,341,42, ,1, ,16.0, ,8.3, ,12.7, ,15.0,Y,14.8,Y,14.9,Y
140,Twitchell Island,San Francisco Bay,12/7/2012,342,173,R,27,R,15.8, ,4.5, ,11.1, ,14.1, ,13.8,Y,13.9,Y
140,Twitchell Island,San Francisco Bay,12/8/2012,343,80, ,25, ,14.2, ,4.3, ,8.0, ,13.8, ,13.3,Y,13.5,Y
140,Twitchell Island,San Francisco Bay,12/9/2012,344,110, ,30, ,16.2, ,4.2, ,9.5, ,13.4, ,12.7, ,13.0,
140,Twitchell Island,San Francisco Bay,12/10/2012,345,99, ,27, ,17.2, ,3.5, ,8.3, ,13.0, ,12.4, ,12.7,
140,Twitchell Island,San Francisco Bay,12/11/2012,346,88, ,29, ,15.6, ,1.8, ,8.4, ,12.8, ,12.1, ,12.4,
140,Twitchell Island,San Francisco Bay,12/12/2012,347,113, ,35, ,13.4, ,3.7, ,9.1, ,12.8, ,12.5, ,12.6,
140,Twitchell Island,San Francisco Bay,12/13/2012,348,116, ,29, ,11.6, ,0.9, ,6.0, ,12.5, ,11.7, ,11.9,
140,Twitchell Island,San Francisco Bay,12/14/2012,349,59, ,6, ,11.3, ,0.7, ,5.2, ,11.7, ,11.0, ,11.3,
140,Twitchell Island,San Francisco Bay,12/15/2012,350,25, ,-13, ,7.7, ,-1.9, ,4.1, ,11.2, ,10.5, ,10.7,
140,Twitchell Island,San Francisco Bay,12/16/2012,351,68, ,11, ,11.6, ,3.3, ,8.2, ,11.2, ,10.6, ,10.8,
140,Twitchell Island,San Francisco Bay,12/17/2012,352,45, ,0, ,14.2, ,6.5, ,10.5, ,11.9, ,11.1, ,11.5,
140,Twitchell Island,San Francisco Bay,12/18/2012,353,120, ,22, ,11.9, ,1.4, ,6.7, ,11.8, ,11.1, ,11.4,
140,Twitchell Island,San Francisco Bay,12/19/2012,354,118, ,24, ,10.7, ,-0.1, ,4.2, ,11.1, ,10.1, ,10.4,
140,Twitchell Island,San Francisco Bay,12/20/2012,355,116, ,24, ,12.0, ,-1.5, ,5.3, ,10.2, ,9.4, ,9.7,
140,Twitchell Island,San Francisco Bay,12/21/2012,356,19, ,-15, ,11.1, ,3.9, ,7.3, ,10.0, ,9.7, ,9.8,
140,Twitchell Island,San Francisco Bay,12/22/2012,357,48, ,5, ,13.1, ,6.7, ,9.3, ,10.5, ,10.0, ,10.2,
140,Twitchell Island,San Francisco Bay,12/23/2012,358,23, ,-12, ,11.3, ,8.1, ,9.5, ,10.7, ,10.5, ,10.6,
140,Twitchell Island,San Francisco Bay,12/24/2012,359,79, ,20, ,10.7, ,2.9, ,7.0, ,10.7, ,10.4, ,10.5,
140,Twitchell Island,San Francisco Bay,12/25/2012,360,17, ,-16, ,9.2, ,1.5, ,5.8, ,10.5, ,9.7, ,9.9,
140,Twitchell Island,San Francisco Bay,12/26/2012,361,78, ,20, ,13.3, ,3.0, ,8.1, ,10.2, ,9.7, ,9.9,
140,Twitchell Island,San Francisco Bay,12/27/2012,362,103, ,16, ,11.2, ,1.7, ,5.8, ,10.1, ,9.6, ,9.8,
140,Twitchell Island,San Francisco Bay,12/28/2012,363,33, ,-6, ,7.3, ,-0.4, ,4.2, ,9.8, ,8.9, ,9.2,
140,Twitchell Island,San Francisco Bay,12/29/2012,364,80, ,14, ,11.8, ,1.7, ,6.1, ,9.5, ,9.1, ,9.2,
140,Twitchell Island,San Francisco Bay,12/30/2012,365,115, ,24, ,12.3, ,-0.4, ,6.3, ,9.2, ,8.5, ,8.8,
140,Twitchell Island,San Francisco Bay,12/31/2012,366,108, ,26, ,9.9, ,-1.1, ,5.1, ,9.0, ,8.4, ,8.7,
140,Twitchell Island,San Francisco Bay,1/1/2013,001,111, ,25, ,10.9, ,-0.3, ,4.2, ,8.7, ,8.1, ,8.4,
140,Twitchell Island,San Francisco Bay,1/2/2013,002,119, ,23, ,12.2, ,-3.5, ,4.1, ,8.4, ,7.5, ,7.9,
140,Twitchell Island,San Francisco Bay,1/3/2013,003,115, ,26, ,11.9, ,-3.5, ,3.9, ,8.1, ,7.4, ,7.8,
140,Twitchell Island,San Francisco Bay,1/4/2013,004,115, ,31, ,12.2, ,-0.5, ,4.9, ,8.1, ,7.3, ,7.7,
140,Twitchell Island,San Francisco Bay,1/5/2013,005,52, ,2, ,8.1, ,-0.1, ,4.6, ,8.2, ,7.5, ,7.8,
140,Twitchell Island,San Francisco Bay,1/6/2013,006,31, ,-11, ,10.2, ,4.8, ,6.7, ,8.6, ,8.2, ,8.3,
140,Twitchell Island,San Francisco Bay,1/7/2013,007,139,R,33,R,10.4, ,3.6, ,7.5, ,8.7, ,8.0, ,8.4,
140,Twitchell Island,San Francisco Bay,1/8/2013,008,118, ,32, ,12.3, ,-0.1, ,5.8, ,8.8, ,8.1, ,8.4,
140,Twitchell Island,San Francisco Bay,1/9/2013,009,50, ,3, ,12.4, ,1.2, ,6.3, ,8.8, ,8.2, ,8.5,
140,Twitchell Island,San Francisco Bay,1/10/2013,010,129, ,28, ,10.7, ,0.8, ,5.6, ,8.8, ,8.1, ,8.4,
140,Twitchell Island,San Francisco Bay,1/11/2013,011,95, ,15, ,10.0, ,-0.5, ,4.5, ,8.4, ,7.5, ,7.9,
140,Twitchell Island,San Francisco Bay,1/12/2013,012,134, ,24, ,9.0, ,0.6, ,4.4, ,8.0, ,7.3, ,7.6,
140,Twitchell Island,San Francisco Bay,1/13/2013,013,122, ,20, ,7.8, ,-3.4, ,2.6, ,7.6, ,6.7, ,7.0,
140,Twitchell Island,San Francisco Bay,1/14/2013,014,134, ,27, ,9.6, ,-1.3, ,3.6, ,6.9, ,6.3, ,6.6,
140,Twitchell Island,San Francisco Bay,1/15/2013,015,128, ,32, ,9.8, ,-2.2, ,2.9, ,6.8, ,6.0, ,6.4,
140,Twitchell Island,San Francisco Bay,1/16/2013,016,134, ,33, ,13.7, ,-3.0, ,4.0, ,6.9, ,5.9, ,6.4,
140,Twitchell Island,San Francisco Bay,1/17/2013,017,128, ,38, ,14.8, ,-3.8, ,4.7, ,7.0, ,6.0, ,6.5,
140,Twitchell Island,San Francisco Bay,1/18/2013,018,133, ,35, ,16.2, ,-1.8, ,5.7, ,7.1, ,6.1, ,6.6,
140,Twitchell Island,San Francisco Bay,1/19/2013,019,135, ,35, ,16.0, ,-2.3, ,5.7, ,7.2, ,6.2, ,6.7,
